"Date","Year","Month","variable","value","scenario","method"
2046-04-01,2046,4,"tavg",31.3618345113981,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-05-01,2046,5,"tavg",31.0670926751895,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-06-01,2046,6,"tavg",29.858622038654,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-07-01,2046,7,"tavg",28.312668363488,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-08-01,2046,8,"tavg",27.3120052439848,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-09-01,2046,9,"tavg",25.7912152790355,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-10-01,2046,10,"tavg",25.5532497765913,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-11-01,2046,11,"tavg",26.1770306136937,"SSP2-4.5 (Middle of the Road)","ARIMA"
2046-12-01,2046,12,"tavg",26.8341972584069,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-01-01,2047,1,"tavg",28.7382459117469,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-02-01,2047,2,"tavg",29.8041261779436,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-03-01,2047,3,"tavg",31.448680442475,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-04-01,2047,4,"tavg",31.4548887454249,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-05-01,2047,5,"tavg",31.1601469092163,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-06-01,2047,6,"tavg",29.9516762726808,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-07-01,2047,7,"tavg",28.4057225975148,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-08-01,2047,8,"tavg",27.4050594780116,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-09-01,2047,9,"tavg",25.8842695130623,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-10-01,2047,10,"tavg",25.6463040106181,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-11-01,2047,11,"tavg",26.2700848477205,"SSP2-4.5 (Middle of the Road)","ARIMA"
2047-12-01,2047,12,"tavg",26.9272514924337,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-01-01,2048,1,"tavg",28.8311001457737,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-02-01,2048,2,"tavg",29.8969804119705,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-03-01,2048,3,"tavg",31.5415346765018,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-04-01,2048,4,"tavg",31.5477429794517,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-05-01,2048,5,"tavg",31.2530011432431,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-06-01,2048,6,"tavg",30.0445305067076,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-07-01,2048,7,"tavg",28.4985768315416,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-08-01,2048,8,"tavg",27.4979137120384,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-09-01,2048,9,"tavg",25.9771237470891,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-10-01,2048,10,"tavg",25.739158244645,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-11-01,2048,11,"tavg",26.3629390817473,"SSP2-4.5 (Middle of the Road)","ARIMA"
2048-12-01,2048,12,"tavg",27.0201057264606,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-01-01,2049,1,"tavg",28.9237543798005,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-02-01,2049,2,"tavg",29.9896346459973,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-03-01,2049,3,"tavg",31.6341889105286,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-04-01,2049,4,"tavg",31.6403972134785,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-05-01,2049,5,"tavg",31.3456553772699,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-06-01,2049,6,"tavg",30.1371847407345,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-07-01,2049,7,"tavg",28.5912310655684,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-08-01,2049,8,"tavg",27.5905679460652,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-09-01,2049,9,"tavg",26.0697779811159,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-10-01,2049,10,"tavg",25.8318124786718,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-11-01,2049,11,"tavg",26.4555933157741,"SSP2-4.5 (Middle of the Road)","ARIMA"
2049-12-01,2049,12,"tavg",27.1127599604874,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-01-01,2050,1,"tavg",29.0162086138273,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-02-01,2050,2,"tavg",30.0820888800241,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-03-01,2050,3,"tavg",31.7266431445554,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-04-01,2050,4,"tavg",31.7328514475053,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-05-01,2050,5,"tavg",31.4381096112967,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-06-01,2050,6,"tavg",30.2296389747613,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-07-01,2050,7,"tavg",28.6836852995952,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-08-01,2050,8,"tavg",27.683022180092,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-09-01,2050,9,"tavg",26.1622322151427,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-10-01,2050,10,"tavg",25.9242667126986,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-11-01,2050,11,"tavg",26.5480475498009,"SSP2-4.5 (Middle of the Road)","ARIMA"
2050-12-01,2050,12,"tavg",27.2052141945142,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-01-01,2051,1,"tavg",29.1084628478541,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-02-01,2051,2,"tavg",30.1743431140509,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-03-01,2051,3,"tavg",31.8188973785822,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-04-01,2051,4,"tavg",31.8251056815321,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-05-01,2051,5,"tavg",31.5303638453235,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-06-01,2051,6,"tavg",30.3218932087881,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-07-01,2051,7,"tavg",28.775939533622,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-08-01,2051,8,"tavg",27.7752764141188,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-09-01,2051,9,"tavg",26.2544864491695,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-10-01,2051,10,"tavg",26.0165209467254,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-11-01,2051,11,"tavg",26.6403017838277,"SSP2-4.5 (Middle of the Road)","ARIMA"
2051-12-01,2051,12,"tavg",27.297468428541,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-01-01,2052,1,"tavg",29.2005170818809,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-02-01,2052,2,"tavg",30.2663973480777,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-03-01,2052,3,"tavg",31.9109516126091,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-04-01,2052,4,"tavg",31.917159915559,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-05-01,2052,5,"tavg",31.6224180793504,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-06-01,2052,6,"tavg",30.4139474428149,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-07-01,2052,7,"tavg",28.8679937676489,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-08-01,2052,8,"tavg",27.8673306481456,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-09-01,2052,9,"tavg",26.3465406831964,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-10-01,2052,10,"tavg",26.1085751807522,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-11-01,2052,11,"tavg",26.7323560178546,"SSP2-4.5 (Middle of the Road)","ARIMA"
2052-12-01,2052,12,"tavg",27.3895226625678,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-01-01,2053,1,"tavg",29.2923713159078,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-02-01,2053,2,"tavg",30.3582515821045,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-03-01,2053,3,"tavg",32.0028058466359,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-04-01,2053,4,"tavg",32.0090141495858,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-05-01,2053,5,"tavg",31.7142723133772,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-06-01,2053,6,"tavg",30.5058016768417,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-07-01,2053,7,"tavg",28.9598480016757,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-08-01,2053,8,"tavg",27.9591848821725,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-09-01,2053,9,"tavg",26.4383949172232,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-10-01,2053,10,"tavg",26.200429414779,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-11-01,2053,11,"tavg",26.8242102518814,"SSP2-4.5 (Middle of the Road)","ARIMA"
2053-12-01,2053,12,"tavg",27.4813768965947,"SSP2-4.5 (Middle of the Road)","ARIMA"
2024-01-01,2024,1,"tavg",23.7224839942889,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-02-01,2024,2,"tavg",23.867701259592,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-03-01,2024,3,"tavg",25.0642541715915,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-04-01,2024,4,"tavg",26.6901982653821,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-05-01,2024,5,"tavg",28.2607150385063,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-06-01,2024,6,"tavg",27.965720216938,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-07-01,2024,7,"tavg",28.4270318865025,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-08-01,2024,8,"tavg",27.6352117563234,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-09-01,2024,9,"tavg",25.6447014908375,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-10-01,2024,10,"tavg",24.9909523915863,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-11-01,2024,11,"tavg",23.2312217243827,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2024-12-01,2024,12,"tavg",22.8120132733,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-01-01,2025,1,"tavg",22.8080248798006,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-02-01,2025,2,"tavg",24.3416139164279,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-03-01,2025,3,"tavg",25.8706498447857,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-04-01,2025,4,"tavg",27.4870055214497,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-05-01,2025,5,"tavg",28.4340520975513,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-06-01,2025,6,"tavg",28.9376597509682,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-07-01,2025,7,"tavg",28.324872483763,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-08-01,2025,8,"tavg",26.8568203054286,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-09-01,2025,9,"tavg",25.9466450226688,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-10-01,2025,10,"tavg",24.5166967714134,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-11-01,2025,11,"tavg",22.2748447405686,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2025-12-01,2025,12,"tavg",22.8255829573953,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-01-01,2026,1,"tavg",23.1272084532652,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-02-01,2026,2,"tavg",24.5135810274322,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-03-01,2026,3,"tavg",26.0341967917759,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-04-01,2026,4,"tavg",26.8942993682345,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-05-01,2026,5,"tavg",28.0500160198822,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-06-01,2026,6,"tavg",28.4862379694577,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-07-01,2026,7,"tavg",28.1079733798136,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-08-01,2026,8,"tavg",26.266541822325,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-09-01,2026,9,"tavg",25.9491736317999,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-10-01,2026,10,"tavg",24.5271178942727,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-11-01,2026,11,"tavg",22.226893152656,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2026-12-01,2026,12,"tavg",23.3193058534355,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-01-01,2027,1,"tavg",24.1914053406687,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-02-01,2027,2,"tavg",24.9455020741501,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-03-01,2027,3,"tavg",25.7347425308227,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-04-01,2027,4,"tavg",26.8877029727837,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-05-01,2027,5,"tavg",28.2796947938831,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-06-01,2027,6,"tavg",28.9677751249659,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-07-01,2027,7,"tavg",27.9045974085006,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-08-01,2027,8,"tavg",27.2466621528712,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-09-01,2027,9,"tavg",25.6817750386686,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-10-01,2027,10,"tavg",24.4827473390489,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-11-01,2027,11,"tavg",23.4984718015802,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2027-12-01,2027,12,"tavg",22.8840236206684,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-01-01,2028,1,"tavg",23.4447221920741,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-02-01,2028,2,"tavg",24.2588807608204,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-03-01,2028,3,"tavg",25.9948528581067,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-04-01,2028,4,"tavg",27.2885141755094,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-05-01,2028,5,"tavg",28.3362246891729,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-06-01,2028,6,"tavg",29.4679386076359,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-07-01,2028,7,"tavg",28.1759579665754,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-08-01,2028,8,"tavg",27.2833504892097,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-09-01,2028,9,"tavg",25.6492456075286,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-10-01,2028,10,"tavg",23.9108571730195,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-11-01,2028,11,"tavg",23.1695407098584,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2028-12-01,2028,12,"tavg",22.6428038987474,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-01-01,2029,1,"tavg",23.7937585992138,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-02-01,2029,2,"tavg",25.1699458436782,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-03-01,2029,3,"tavg",26.3199644745828,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-04-01,2029,4,"tavg",26.6878522614412,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-05-01,2029,5,"tavg",28.0073311145041,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-06-01,2029,6,"tavg",28.9634202883204,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-07-01,2029,7,"tavg",29.3546786262535,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-08-01,2029,8,"tavg",27.4368835636515,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-09-01,2029,9,"tavg",25.2111389559263,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-10-01,2029,10,"tavg",24.5243577047339,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-11-01,2029,11,"tavg",22.4105911170537,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2029-12-01,2029,12,"tavg",23.4209225879689,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-01-01,2030,1,"tavg",23.4448350073361,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-02-01,2030,2,"tavg",24.6291216295515,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-03-01,2030,3,"tavg",26.8914954776139,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-04-01,2030,4,"tavg",27.390648513548,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-05-01,2030,5,"tavg",29.2575885333465,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-06-01,2030,6,"tavg",29.187101285999,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-07-01,2030,7,"tavg",27.9648997248065,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-08-01,2030,8,"tavg",27.3821952919316,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-09-01,2030,9,"tavg",25.9592989663789,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-10-01,2030,10,"tavg",25.2684884294531,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-11-01,2030,11,"tavg",23.2920874193468,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2030-12-01,2030,12,"tavg",23.1251589540219,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-01-01,2031,1,"tavg",23.4328815805331,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-02-01,2031,2,"tavg",24.1539626054206,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-03-01,2031,3,"tavg",25.6206313464674,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-04-01,2031,4,"tavg",26.575994222075,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-05-01,2031,5,"tavg",29.5152871412674,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-06-01,2031,6,"tavg",29.1997984620307,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-07-01,2031,7,"tavg",28.8038947298411,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-08-01,2031,8,"tavg",27.4552599806079,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-09-01,2031,9,"tavg",26.3237366311775,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-10-01,2031,10,"tavg",24.8802818770974,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-11-01,2031,11,"tavg",23.2071586112178,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2031-12-01,2031,12,"tavg",22.8579726490381,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-01-01,2032,1,"tavg",23.8660239038107,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-02-01,2032,2,"tavg",25.0210626271847,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-03-01,2032,3,"tavg",25.4288282169594,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-04-01,2032,4,"tavg",27.1653612040477,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-05-01,2032,5,"tavg",29.3129486130797,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-06-01,2032,6,"tavg",28.4942592967427,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-07-01,2032,7,"tavg",28.3827155177878,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-08-01,2032,8,"tavg",27.5213877393585,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-09-01,2032,9,"tavg",25.3378311985342,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-10-01,2032,10,"tavg",24.7068811294974,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-11-01,2032,11,"tavg",23.8065532883484,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2032-12-01,2032,12,"tavg",23.413141652283,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-01-01,2033,1,"tavg",23.6867248667778,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-02-01,2033,2,"tavg",24.7389093400693,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-03-01,2033,3,"tavg",26.3093319130911,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-04-01,2033,4,"tavg",27.5728482297891,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-05-01,2033,5,"tavg",28.6544796808312,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-06-01,2033,6,"tavg",29.1042144509752,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-07-01,2033,7,"tavg",29.6261160513628,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-08-01,2033,8,"tavg",27.6916750699016,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-09-01,2033,9,"tavg",26.2227842912456,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-10-01,2033,10,"tavg",24.7913832495481,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-11-01,2033,11,"tavg",22.9072568605737,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2033-12-01,2033,12,"tavg",22.3055209083481,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-01-01,2034,1,"tavg",23.1114211293109,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-02-01,2034,2,"tavg",24.9900910032401,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-03-01,2034,3,"tavg",26.5679976412486,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-04-01,2034,4,"tavg",27.588317868597,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-05-01,2034,5,"tavg",28.4703512133028,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-06-01,2034,6,"tavg",28.9750320008964,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-07-01,2034,7,"tavg",28.9364208793726,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-08-01,2034,8,"tavg",27.6661906040004,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-09-01,2034,9,"tavg",25.7001339283615,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-10-01,2034,10,"tavg",24.5394400506097,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-11-01,2034,11,"tavg",23.6814108227135,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2034-12-01,2034,12,"tavg",22.9598690484257,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-01-01,2035,1,"tavg",23.823944524594,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-02-01,2035,2,"tavg",24.9710334081657,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-03-01,2035,3,"tavg",25.8208731294966,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-04-01,2035,4,"tavg",27.3516402708306,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-05-01,2035,5,"tavg",28.6506083735307,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-06-01,2035,6,"tavg",28.7215320857841,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-07-01,2035,7,"tavg",28.6716040642207,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-08-01,2035,8,"tavg",27.3836971372133,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-09-01,2035,9,"tavg",26.3542254742642,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-10-01,2035,10,"tavg",25.1350691791119,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-11-01,2035,11,"tavg",23.0486920806801,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2035-12-01,2035,12,"tavg",23.5354890506902,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-01-01,2036,1,"tavg",23.7563136638218,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-02-01,2036,2,"tavg",24.8854674551114,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-03-01,2036,3,"tavg",26.502237026187,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-04-01,2036,4,"tavg",27.25330905517,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-05-01,2036,5,"tavg",28.6609161439179,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-06-01,2036,6,"tavg",28.8666101393071,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-07-01,2036,7,"tavg",27.9792935630596,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-08-01,2036,8,"tavg",26.7566268672042,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-09-01,2036,9,"tavg",25.9616576625088,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-10-01,2036,10,"tavg",23.9899556836291,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-11-01,2036,11,"tavg",23.6518832917687,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2036-12-01,2036,12,"tavg",23.3720372188593,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-01-01,2037,1,"tavg",23.3921774964886,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-02-01,2037,2,"tavg",24.6499839555778,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-03-01,2037,3,"tavg",25.5857574069841,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-04-01,2037,4,"tavg",27.0290379401333,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-05-01,2037,5,"tavg",28.2503166810544,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-06-01,2037,6,"tavg",29.3184767091076,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-07-01,2037,7,"tavg",28.3979275625447,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-08-01,2037,8,"tavg",27.5787649648307,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-09-01,2037,9,"tavg",25.2086031260912,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
2037-10-01,2037,10,"tavg",24.5033928612582,"SSP2-4.5 (Middle of the Road)","ML-Enhanced"
